0.000000000000000000e+00,-1.490570148401927609e-04,-4.136710986495018005e-02,3.480010347299514195e-02
0.000000000000000000e+00,-2.705790633874458040e-04,-1.307029597228392959e-04,2.370263290226647807e-02
0.000000000000000000e+00,-4.727897074896555540e-04,-1.823662081733345985e-03,1.595368586523670390e-02
0.000000000000000000e+00,-3.780829896707469545e-04,1.299123764038085938e-01,1.008711263880011227e-02
0.000000000000000000e+00,5.783744891503433710e-06,1.863227784633636475e-01,7.146305930593531419e-03
0.000000000000000000e+00,-3.744946797094840193e-04,1.146968975663185120e-01,6.417487734009831579e-03
0.000000000000000000e+00,-5.917830796991962669e-04,8.906882256269454956e-02,2.792099627696817410e-03
0.000000000000000000e+00,-4.142687068578244686e-04,1.012487262487411499e-01,7.140267841363595602e-04
0.000000000000000000e+00,-2.549351182376812945e-05,1.311347633600234985e-01,8.428501104954869150e-04
0.000000000000000000e+00,6.752339688718874680e-04,1.698374450206756592e-01,1.974667364062245023e-03
0.000000000000000000e+00,7.301168149798214222e-04,1.509678065776824951e-01,4.398901934213994558e-03
0.000000000000000000e+00,-4.475654671059819609e-05,6.739225983619689941e-02,3.727616860483479178e-03
0.000000000000000000e+00,-4.621243962742365785e-04,4.679746180772781372e-02,-3.498660772277492614e-04
0.000000000000000000e+00,-4.345464385878739823e-04,5.912791937589645386e-02,-2.143087471132940069e-03
0.000000000000000000e+00,-3.005143958141119989e-04,6.614786386489868164e-02,-1.722915903484945055e-03
0.000000000000000000e+00,-8.735021991210331044e-06,6.687665730714797974e-02,-9.500788518506178559e-04
0.000000000000000000e+00,4.844781748277294880e-04,5.951319262385368347e-02,3.693588362492922217e-04
0.000000000000000000e+00,3.189896678778349507e-04,3.878226503729820251e-02,2.374892258290302316e-03
0.000000000000000000e+00,-4.810536964012569771e-04,-6.567121483385562897e-03,1.211406237370968308e-03
0.000000000000000000e+00,-7.334061563043377772e-04,-3.372768312692642212e-02,-2.504786721757329415e-03
0.000000000000000000e+00,-4.192246066113071890e-04,-3.786411136388778687e-02,-3.232300074646206334e-03
0.000000000000000000e+00,3.062815384719314764e-04,-9.682317264378070831e-03,-1.425846370628626458e-03
0.000000000000000000e+00,3.839813484521793102e-04,-2.484020963311195374e-02,1.852529994603641095e-03
0.000000000000000000e+00,-2.272196050163341181e-04,-6.832459568977355957e-02,1.778617090131384693e-03
0.000000000000000000e+00,-7.081882792586037664e-04,-8.746171742677688599e-02,-1.250038626357363736e-03
0.000000000000000000e+00,-6.786857005184321594e-04,-7.953640073537826538e-02,-3.207394685706486948e-03
0.000000000000000000e+00,-1.296414607978928180e-04,-4.916589334607124329e-02,-2.660589114368713815e-03
0.000000000000000000e+00,5.582515015394117321e-04,1.538755837827920914e-03,1.821182075219252017e-05
0.000000000000000000e+00,4.303575349208693993e-04,-2.200856059789657593e-02,2.866050710861350881e-03
0.000000000000000000e+00,-2.194759448566030685e-04,-4.853349179029464722e-02,1.732206145426226640e-03
0.000000000000000000e+00,-5.488182823945277544e-04,-5.856114998459815979e-02,-1.442066162105445914e-03
0.000000000000000000e+00,-5.080425210924478362e-04,-4.161573573946952820e-02,-2.684534107606294240e-03
0.000000000000000000e+00,-4.360733747615632913e-04,-4.806788638234138489e-02,-2.152449721088266210e-03
0.000000000000000000e+00,-6.587461546889890329e-04,-6.928618997335433960e-02,-1.622024736951332979e-03
0.000000000000000000e+00,-6.285414362866440039e-04,-5.915694311261177063e-02,-2.515351187559342061e-03
0.000000000000000000e+00,-3.942210025367105255e-04,-4.479296132922172546e-02,-2.188288808259213070e-03
0.000000000000000000e+00,-3.581410977945260836e-04,-4.680209606885910034e-02,-1.053051722494931230e-03
0.000000000000000000e+00,-3.672494303272639420e-04,-4.765957966446876526e-02,-9.856177345950664637e-04
0.000000000000000000e+00,-1.679271821218966990e-04,-2.851365506649017334e-02,-1.119182573818787441e-03
0.000000000000000000e+00,-4.145886023437844650e-04,-5.105439200997352600e-02,-3.069378761810653833e-04
0.000000000000000000e+00,-6.682330121458837559e-04,-6.987664848566055298e-02,-1.572103107426323088e-03
0.000000000000000000e+00,-5.483562080339053754e-04,-5.485034734010696411e-02,-2.665770350757871998e-03
0.000000000000000000e+00,-3.198800256179037743e-04,-4.209501296281814575e-02,-1.969283118916941022e-03
0.000000000000000000e+00,-2.790824750398273484e-04,-4.361972585320472717e-02,-9.325632194212840620e-04
0.000000000000000000e+00,-2.875041969638439474e-04,-4.457733780145645142e-02,-8.908765571263022043e-04
0.000000000000000000e+00,-8.583434876938449891e-05,-2.580643817782402039e-02,-1.055634883133683977e-03
0.000000000000000000e+00,-3.315918283286437441e-04,-4.786391928791999817e-02,-2.557671724305737859e-04
0.000000000000000000e+00,-5.776136954816815097e-04,-6.609538942575454712e-02,-1.531738198776291804e-03
0.000000000000000000e+00,-4.520843924645545652e-04,-5.094779655337333679e-02,-2.601937048387452378e-03
0.000000000000000000e+00,-2.150628904343277750e-04,-3.803409263491630554e-02,-1.890401504273407640e-03
0.000000000000000000e+00,-1.621084724185872415e-04,-3.892026841640472412e-02,-8.250152135703126000e-04
0.000000000000000000e+00,-1.612216376600084480e-04,-3.950946405529975891e-02,-7.389397190725177644e-04
0.000000000000000000e+00,-1.808033606352528043e-04,-4.058907181024551392e-02,-8.780615712355582803e-04
0.000000000000000000e+00,2.188324115115469941e-05,-2.184279449284076691e-02,-1.065540438713777349e-03
0.000000000000000000e+00,-4.156065042260084991e-04,-5.853788554668426514e-02,-2.332162139537866108e-04
0.000000000000000000e+00,-3.714136717904951025e-04,-4.930825158953666687e-02,-2.337458343888369761e-03
0.000000000000000000e+00,-2.911037924449970133e-04,-4.356326907873153687e-02,-1.986016658632863696e-03
0.000000000000000000e+00,-2.850731583428629096e-04,-4.426607489585876465e-02,-1.560403208568310329e-03
0.000000000000000000e+00,-3.070264983491011461e-04,-4.546711966395378113e-02,-1.544333028078867520e-03
0.000000000000000000e+00,-3.403122579294103642e-04,-4.694286733865737915e-02,-1.659035456112123441e-03
0.000000000000000000e+00,-1.483360375619504820e-04,-2.782727777957916260e-02,-1.808122419783599055e-03
